Track;Driver;Best lap (ms);Place;Avg Lap (formatted);Pace Rank;Position Rank;Overall Score;Overall Rank
barcelona;A Skunky;103846.875;1;1:43.847;1.0;1.0;1.0;1.0
barcelona;Andre Lico;104139.66666666667;1;1:44.140;2.0;1.0;1.5;2.0
barcelona;B Szpak#5797;104518.22222222222;1;1:44.518;7.0;1.0;4.0;3.0
barcelona;B Jones;104675.14285714286;1;1:44.675;12.0;1.0;6.5;4.0
barcelona;F FGTR TRIGGA;105317.0;1;1:45.317;16.0;1.0;8.5;5.0
barcelona;Adrian Adrian Ronda#661;105675.0;1;1:45.675;22.0;1.0;11.5;6.0
barcelona;Sean Briggs;105855.57142857143;1;1:45.856;24.0;1.0;12.5;7.0
barcelona;B Dzieciol;104243.16666666667;2;1:44.243;3.0;23.0;13.0;8.0
barcelona;David WekFest81;106042.5;1;1:46.042;25.0;1.0;13.0;8.0
barcelona;R YHWH144000;106125.75;1;1:46.126;26.0;1.0;13.5;10.0
barcelona;J BoA Basso;104447.0;2;1:44.447;6.0;23.0;14.5;11.0
barcelona;Jay Ruger;104364.0;3;1:44.364;4.0;27.0;15.5;12.0
barcelona;J FebrexPT;106619.375;1;1:46.619;31.0;1.0;16.0;13.0
barcelona;M Grunert;104422.0;3;1:44.422;5.0;27.0;16.0;13.0
barcelona;JON J0N G10;106626.6;1;1:46.627;32.0;1.0;16.5;15.0
barcelona;L Hill;104674.42857142857;2;1:44.674;11.0;23.0;17.0;16.0
barcelona;Jay JAY RUGE;106908.8;1;1:46.909;34.0;1.0;17.5;17.0
barcelona;Ant Mcvittie;104666.14285714286;3;1:44.666;9.0;27.0;18.0;18.0
barcelona;B BadBen80;107224.0;1;1:47.224;35.0;1.0;18.0;18.0
barcelona;R Garcia;104669.0;3;1:44.669;10.0;27.0;18.5;20.0
barcelona;J bigXjimmXe73;107490.0;1;1:47.490;37.0;1.0;19.0;21.0
barcelona;George Dodood;107866.6;1;1:47.867;38.0;1.0;19.5;22.0
barcelona;M2535453432622651;108025.0;1;1:48.025;39.0;1.0;20.0;23.0
barcelona;Brian Slater;104588.25;6;1:44.588;8.0;33.0;20.5;24.0
barcelona;L Dr Flexi Jerkov;108068.0;1;1:48.068;40.0;1.0;20.5;24.0
barcelona;Sean BoAPrawnStar;108301.2;1;1:48.301;41.0;1.0;21.0;26.0
barcelona;David Mojsa;105638.8;2;1:45.639;21.0;23.0;22.0;27.0
barcelona;J Caceres;104707.33333333333;4;1:44.707;13.0;31.0;22.0;27.0
barcelona;M MaD MAR350;108409.0;1;1:48.409;43.0;1.0;22.0;27.0
barcelona;R TAAT Staff;109330.25;1;1:49.330;45.0;1.0;23.0;30.0
barcelona;P prinzvinni50;109768.5;1;1:49.769;46.0;1.0;23.5;31.0
barcelona;R InocentPredator;110320.11111111111;1;1:50.320;47.0;1.0;24.0;32.0
barcelona;J Macdonald;105013.33333333333;9;1:45.013;14.0;36.0;25.0;33.0
barcelona;T Ferre;105071.5;9;1:45.072;15.0;36.0;25.5;34.0
barcelona;George Gradon;105338.33333333333;10;1:45.338;18.0;38.0;28.0;35.0
barcelona;Mark Browning;105336.33333333333;12;1:45.336;17.0;40.0;28.5;36.0
barcelona;F Trigga;105436.33333333333;11;1:45.436;19.0;39.0;29.0;37.0
barcelona;Jorge Herrera;106581.0;5;1:46.581;30.0;32.0;31.0;38.0
barcelona;JON G10;105508.0;14;1:45.508;20.0;43.0;31.5;39.0
barcelona;Adrian Ronda;105681.0;15;1:45.681;23.0;44.0;33.5;40.0
barcelona;JON Geez;106181.0;12;1:46.181;27.0;40.0;33.5;40.0
barcelona;R Sexton;106306.66666666667;19;1:46.307;28.0;45.0;36.5;42.0
barcelona;R Lopez;106416.0;19;1:46.416;29.0;45.0;37.0;43.0
barcelona;R Sabio;106832.0;13;1:46.832;33.0;42.0;37.5;44.0
barcelona;Ryan KanieBCAFC;108393.0;7;1:48.393;42.0;34.0;38.0;45.0
barcelona;Brian BoA KoolAid;109223.0;7;1:49.223;44.0;34.0;39.0;46.0
barcelona;Ryan Kane;107475.0;22;1:47.475;36.0;47.0;41.5;47.0
brands_hatch;M2535419271164404;84177.0;1;1:24.177;1.0;1.0;1.0;1.0
brands_hatch;M2535444771899723;84261.0;1;1:24.261;2.0;1.0;1.5;2.0
brands_hatch;M2533274849305553;85564.5;1;1:25.564;3.0;1.0;2.0;3.0
brands_hatch;M2535436248080973;85625.0;1;1:25.625;4.0;1.0;2.5;4.0
brands_hatch;M2533274798081753;86112.0;1;1:26.112;5.0;1.0;3.0;5.0
brands_hatch;M2535420728977128;86247.0;1;1:26.247;6.0;1.0;3.5;6.0
brands_hatch;M2535426538020770;86307.0;1;1:26.307;7.0;1.0;4.0;7.0
brands_hatch;David Wekfest;86395.0;1;1:26.395;8.0;1.0;4.5;8.0
brands_hatch;R Briggs;86517.0;1;1:26.517;9.0;1.0;5.0;9.0
brands_hatch;M2533274801396607;86622.0;1;1:26.622;10.0;1.0;5.5;10.0
brands_hatch;B BadBen80;86654.33333333333;1;1:26.654;11.0;1.0;6.0;11.0
brands_hatch;M2533274996256183;86835.0;1;1:26.835;13.0;1.0;7.0;12.0
brands_hatch;CGT Trolly;87077.0;1;1:27.077;14.0;1.0;7.5;13.0
brands_hatch;Brian BoA KoolAid;87235.5;1;1:27.235;16.0;1.0;8.5;14.0
brands_hatch;Jay JAY RUGE;87544.75;1;1:27.545;17.0;1.0;9.0;15.0
brands_hatch;M2533274954394205;87648.0;1;1:27.648;18.0;1.0;9.5;16.0
brands_hatch;Jay RUGE;87686.27272727272;1;1:27.686;20.0;1.0;10.5;17.0
brands_hatch;George Dodood;87936.0;1;1:27.936;22.0;1.0;11.5;18.0
brands_hatch;M2533274803469314;87951.0;1;1:27.951;23.0;1.0;12.0;19.0
brands_hatch;Brian KoolAid;87969.5;1;1:27.970;24.0;1.0;12.5;20.0
brands_hatch;J Febrex;87999.66666666667;1;1:28.000;26.0;1.0;13.5;21.0
brands_hatch;Mark SCRAPPER 2000;88227.33333333333;1;1:28.227;29.0;1.0;15.0;22.0
brands_hatch;P prinzvinni50;88557.0;1;1:28.557;30.0;1.0;15.5;23.0
brands_hatch;M2535469870455054;88649.5;1;1:28.649;33.0;1.0;17.0;24.0
brands_hatch;J FebrexPT;89126.6;1;1:29.127;35.0;1.0;18.0;25.0
brands_hatch;R Predator;89432.85714285714;1;1:29.433;36.0;1.0;18.5;26.0
brands_hatch;Sean BoAPrawnStar;91782.0;1;1:31.782;37.0;1.0;19.0;27.0
brands_hatch;L Hill;92134.5;1;1:32.135;38.0;1.0;19.5;28.0
brands_hatch;Jason Rochelle;92705.4;1;1:32.705;40.0;1.0;20.5;29.0
brands_hatch;George Gradon;92762.4;1;1:32.762;41.0;1.0;21.0;30.0
brands_hatch;JON J0N G10;92886.0;1;1:32.886;43.0;1.0;22.0;31.0
brands_hatch;J Bourne;94819.2;1;1:34.819;46.0;1.0;23.5;32.0
brands_hatch;M2535432554887635;86820.0;2;1:26.820;12.0;35.0;23.5;32.0
brands_hatch;R Sexton;94857.75;1;1:34.858;47.0;1.0;24.0;34.0
brands_hatch;T FR FullSpe3D;99009.0;1;1:39.009;48.0;1.0;24.5;35.0
brands_hatch;R STAFF;87166.33333333333;2;1:27.166;15.0;35.0;25.0;36.0
brands_hatch;R TAAT Staff;87987.5;2;1:27.988;25.0;35.0;30.0;37.0
brands_hatch;Sean PrawnStar;87668.0;3;1:27.668;19.0;42.0;30.5;38.0
brands_hatch;M2533274938612786;88614.0;2;1:28.614;31.0;35.0;33.0;39.0
brands_hatch;L Flexi;87754.0;5;1:27.754;21.0;47.0;34.0;40.0
brands_hatch;M2533274835841185;88097.0;3;1:28.097;27.0;42.0;34.5;41.0
brands_hatch;B Jones;92479.66666666667;2;1:32.480;39.0;35.0;37.0;42.0
brands_hatch;L Dr Flexi Jerkov;88617.0;4;1:28.617;32.0;45.0;38.5;43.0
brands_hatch;M MaD MAR350;88109.0;6;1:28.109;28.0;50.0;39.0;44.0
brands_hatch;R InocentPredator;88987.0;5;1:28.987;34.0;47.0;40.5;45.0
brands_hatch;Matt CHEWBACCA 3110;99085.0;2;1:39.085;49.0;35.0;42.0;46.0
brands_hatch;Scott RightfulChip6;203179.5;2;3:23.180;51.0;35.0;43.0;47.0
brands_hatch;L Anderson;92788.0;4;1:32.788;42.0;45.0;43.5;48.0
brands_hatch;Sean Briggs;93131.0;5;1:33.131;44.0;47.0;45.5;49.0
brands_hatch;M2535418163352504;99174.0;3;1:39.174;50.0;42.0;46.0;50.0
brands_hatch;Alex Summers;94434.66666666667;7;1:34.435;45.0;51.0;48.0;51.0
cota;B BadBen;128134.0;1;2:08.134;1.0;1.0;1.0;1.0
cota;B BadBen80;128479.66666666667;1;2:08.480;2.0;1.0;1.5;2.0
cota;J FebrexPT;128527.33333333333;1;2:08.527;3.0;1.0;2.0;3.0
cota;Sean Prawnstar;129084.25;1;2:09.084;5.0;1.0;3.0;4.0
cota;Ant ANT MCVITTIE;128881.5;3;2:08.882;4.0;6.0;5.0;5.0
cota;David WekFest81;132843.5;1;2:12.844;11.0;1.0;6.0;6.0
cota;F Franco#6938;129747.0;4;2:09.747;6.0;9.0;7.5;7.0
cota;T xI Sodii Ix;131134.0;3;2:11.134;9.0;6.0;7.5;7.0
cota;Adrian Ronda;131480.0;3;2:11.480;10.0;6.0;8.0;9.0
cota;JON J0N G10;131101.5;4;2:11.101;8.0;9.0;8.5;10.0
cota;J BoA Basso;131092.33333333334;5;2:11.092;7.0;11.0;9.0;11.0
cota;Alex BaysideSnake1;133688.5;6;2:13.688;12.0;12.0;12.0;12.0
donington;I gownie;87435.0;1;1:27.435;1.0;1.0;1.0;1.0
donington;J Febrex;87576.22222222222;1;1:27.576;2.0;1.0;1.5;2.0
donington;Jay RUGE;87639.69230769231;1;1:27.640;3.0;1.0;2.0;3.0
donington;B Bazz 77;87789.75;1;1:27.790;4.0;1.0;2.5;4.0
donington;M Migrun;87813.8;1;1:27.814;5.0;1.0;3.0;5.0
donington;M2535442170768476;88018.0;1;1:28.018;8.0;1.0;4.5;6.0
donington;Brian KoolAid;88142.5;1;1:28.142;9.0;1.0;5.0;7.0
donington;Jay JAY RUGE;88451.07692307692;1;1:28.451;12.0;1.0;6.5;8.0
donington;P Mr Sipex;88584.5;1;1:28.584;13.0;1.0;7.0;9.0
donington;S sookmycook;88608.5;1;1:28.608;14.0;1.0;7.5;10.0
donington;A Skunky;88653.75;1;1:28.654;15.0;1.0;8.0;11.0
donington;M BoA MIGRUN;88677.8;1;1:28.678;16.0;1.0;8.5;12.0
donington;Brian BoA KoolAid;88816.125;1;1:28.816;20.0;1.0;10.5;13.0
donington;R Predator;89271.1;1;1:29.271;26.0;1.0;13.5;14.0
donington;B Dzieciol;89514.25;1;1:29.514;30.0;1.0;15.5;15.0
donington;B Szpak#5797;89827.0;1;1:29.827;32.0;1.0;16.5;16.0
donington;David WekFest81;89902.36363636363;1;1:29.902;35.0;1.0;18.0;17.0
donington;M2535441730221737;89929.77777777778;1;1:29.930;36.0;1.0;18.5;18.0
donington;B BadBen80;89963.38888888889;1;1:29.963;37.0;1.0;19.0;19.0
donington;J FebrexPT;90047.19047619047;1;1:30.047;38.0;1.0;19.5;20.0
donington;R InocentPredator;90113.875;1;1:30.114;39.0;1.0;20.0;21.0
donington;Sean Briggs;90199.33333333333;1;1:30.199;40.0;1.0;20.5;22.0
donington;R YHWH144000;90762.0;1;1:30.762;43.0;1.0;22.0;23.0
donington;JON J0N G10;90849.33333333333;1;1:30.849;44.0;1.0;22.5;24.0
donington;L Dr Flexi Jerkov;90916.33333333333;1;1:30.916;45.0;1.0;23.0;25.0
donington;George Dodood;90925.0;1;1:30.925;46.0;1.0;23.5;26.0
donington;Ant Mcvittie;88450.33333333333;2;1:28.450;11.0;37.0;24.0;27.0
donington;R TAAT Staff;88312.33333333333;3;1:28.312;10.0;43.0;26.5;28.0
donington;Sean BoAPrawnStar;91818.0;1;1:31.818;52.0;1.0;26.5;28.0
donington;Sean PrawnStar;87857.25;6;1:27.857;6.0;47.0;26.5;28.0
donington;David Wekfest;87886.0;6;1:27.886;7.0;47.0;27.0;31.0
donington;R BoA Diamond;92663.625;1;1:32.664;53.0;1.0;27.0;31.0
donington;M MaD MAR350;94513.57142857143;1;1:34.514;55.0;1.0;28.0;33.0
donington;J Bourne;94977.33333333333;1;1:34.977;56.0;1.0;28.5;34.0
donington;Andre Lico;88890.66666666667;2;1:28.891;21.0;37.0;29.0;35.0
donington;L Anderson;95152.75;1;1:35.153;57.0;1.0;29.0;35.0
donington;F Trigga;95520.25;1;1:35.520;58.0;1.0;29.5;37.0
donington;J bigXjimmXe73;95647.7;1;1:35.648;59.0;1.0;30.0;38.0
donington;Jason Chug A Lug N;95808.0;1;1:35.808;60.0;1.0;30.5;39.0
donington;M2535459741797416;97047.75;1;1:37.048;61.0;1.0;31.0;40.0
donington;S soookmycoook80;89248.5;2;1:29.248;25.0;37.0;31.0;40.0
donington;Alex BaysideSnake1;98683.0;1;1:38.683;62.0;1.0;31.5;42.0
donington;George Gradon;89188.0;3;1:29.188;22.0;43.0;32.5;43.0
donington;Ant ANT MCVITTIE;88814.0;6;1:28.814;19.0;47.0;33.0;44.0
donington;J Basso;88761.2;7;1:28.761;18.0;50.0;34.0;45.0
donington;T FR FullSpe3D;89773.71428571429;2;1:29.774;31.0;37.0;34.0;45.0
donington;M Grunert;89378.66666666667;4;1:29.379;27.0;45.0;36.0;47.0
donington;JON JONG10;88696.5;11;1:28.697;17.0;59.0;38.0;48.0
donington;B Jones;89429.66666666667;7;1:29.430;28.0;50.0;39.0;49.0
donington;J BoA Basso;89207.0;10;1:29.207;23.0;55.0;39.0;49.0
donington;Jay Ruger;90268.0;2;1:30.268;41.0;37.0;39.0;49.0
donington;C TAAT LATAPOWER;89452.33333333333;9;1:29.452;29.0;52.0;40.5;52.0
donington;Mark Browning;89881.33333333333;9;1:29.881;34.0;52.0;43.0;53.0
donington;R Sansao;89221.5;14;1:29.221;24.0;62.0;43.0;53.0
donington;R Sexton;89844.0;10;1:29.844;33.0;55.0;44.0;55.0
donington;L Hill;92794.42857142857;2;1:32.794;54.0;37.0;45.5;56.0
donington;J Caceres;91237.0;10;1:31.237;50.0;55.0;52.5;57.0
donington;F Firecannon36;90587.0;16;1:30.587;42.0;65.0;53.5;58.0
donington;F TRIGGA;91022.33333333333;13;1:31.022;47.0;60.0;53.5;58.0
donington;T xI Sodii Ix;98896.5;4;1:38.897;63.0;45.0;54.0;60.0
donington;T Marquardt;91049.0;14;1:31.049;48.0;62.0;55.0;61.0
donington;JON G10;91087.0;14;1:31.087;49.0;62.0;55.5;62.0
donington;R Lopez;91491.0;13;1:31.491;51.0;60.0;55.5;62.0
donington;L IceBite298;101076.33333333333;9;1:41.076;65.0;52.0;58.5;64.0
donington;R RMEB 6184;99441.0;10;1:39.441;64.0;55.0;59.5;65.0
hungaroring;F Frogginchill;103624.5;1;1:43.624;1.0;1.0;1.0;1.0
hungaroring;M Grunert;103735.8;1;1:43.736;2.0;1.0;1.5;2.0
hungaroring;B Jones;104197.2;1;1:44.197;5.0;1.0;3.0;3.0
hungaroring;B BadBen;104301.2;1;1:44.301;7.0;1.0;4.0;4.0
hungaroring;B MotoKris;104313.0;1;1:44.313;8.0;1.0;4.5;5.0
hungaroring;M BoA MIGRUN;104332.0;1;1:44.332;9.0;1.0;5.0;6.0
hungaroring;B BadBen80;104365.5;1;1:44.365;10.0;1.0;5.5;7.0
hungaroring;V vSparko;104435.0;1;1:44.435;11.0;1.0;6.0;8.0
hungaroring;Alex BadBen;104466.2;1;1:44.466;13.0;1.0;7.0;9.0
hungaroring;J FebrexPT;104656.0;1;1:44.656;14.0;1.0;7.5;10.0
hungaroring;F KinGKer#5147;104690.0;1;1:44.690;16.0;1.0;8.5;11.0
hungaroring;A alexcd;104696.75;1;1:44.697;17.0;1.0;9.0;12.0
hungaroring;Jay JAY RUGE;104860.25;1;1:44.860;21.0;1.0;11.0;13.0
hungaroring;Sean Prawnstar;104922.0;1;1:44.922;24.0;1.0;12.5;14.0
hungaroring;M2533274867863350;104956.6;1;1:44.957;25.0;1.0;13.0;15.0
hungaroring;D darren5239;105064.0;1;1:45.064;26.0;1.0;13.5;16.0
hungaroring;D Darren5239;105067.33333333333;1;1:45.067;27.0;1.0;14.0;17.0
hungaroring;M Mar;105079.83333333333;1;1:45.080;29.0;1.0;15.0;18.0
hungaroring;J BoA Basso;105172.0;1;1:45.172;33.0;1.0;17.0;19.0
hungaroring;B Szpak#5797;105230.8;1;1:45.231;34.0;1.0;17.5;20.0
hungaroring;David WekFest81;105573.42857142857;1;1:45.573;37.0;1.0;19.0;21.0
hungaroring;V Sparko;103862.5;2;1:43.862;3.0;36.0;19.5;22.0
hungaroring;Jay Ruger;103995.33333333333;2;1:43.995;4.0;36.0;20.0;23.0
hungaroring;L Dr Flexi Jerkov;105651.25;1;1:45.651;39.0;1.0;20.0;23.0
hungaroring;Jorge Herrera;105715.85714285714;1;1:45.716;40.0;1.0;20.5;25.0
hungaroring;Ant Mcvittie;104264.2;2;1:44.264;6.0;36.0;21.0;26.0
hungaroring;George Dodood;105755.72727272728;1;1:45.756;42.0;1.0;21.5;27.0
hungaroring;F FGTR TRIGGA;106060.66666666667;1;1:46.061;44.0;1.0;22.5;28.0
hungaroring;JON J0N G10;106479.0;1;1:46.479;47.0;1.0;24.0;29.0
hungaroring;Brian KoolAid;106795.90909090909;1;1:46.796;52.0;1.0;26.5;30.0
hungaroring;R Garcia;104763.66666666667;2;1:44.764;18.0;36.0;27.0;31.0
hungaroring;R InocentPredator;106866.5;1;1:46.867;53.0;1.0;27.0;31.0
hungaroring;L Hill;104436.6;3;1:44.437;12.0;43.0;27.5;33.0
hungaroring;Ant ANT MCVITTIE;104850.0;2;1:44.850;20.0;36.0;28.0;34.0
hungaroring;Andre Lico;104666.4;3;1:44.666;15.0;43.0;29.0;35.0
hungaroring;M2535457066609616;107183.5;1;1:47.184;57.0;1.0;29.0;35.0
hungaroring;M2533275020722869;108015.66666666667;1;1:48.016;58.0;1.0;29.5;37.0
hungaroring;G GoldNjet;109450.0;1;1:49.450;59.0;1.0;30.0;38.0
hungaroring;R YHWH144000;110001.0;1;1:50.001;60.0;1.0;30.5;39.0
hungaroring;Sean BoAPrawnStar;110110.5;1;1:50.111;62.0;1.0;31.5;40.0
hungaroring;M MaD MAR350;111792.0;1;1:51.792;64.0;1.0;32.5;41.0
hungaroring;R BoA Diamond;112459.0;1;1:52.459;65.0;1.0;33.0;42.0
hungaroring;A alexcdl18;105161.33333333333;2;1:45.161;32.0;36.0;34.0;43.0
hungaroring;J Basso;104766.0;6;1:44.766;19.0;49.0;34.0;43.0
hungaroring;J Macdonald;104861.8;6;1:44.862;22.0;49.0;35.5;45.0
hungaroring;B Dzieciol;104878.6;6;1:44.879;23.0;49.0;36.0;46.0
hungaroring;Adrian Ronda;105101.42857142857;6;1:45.101;30.0;49.0;39.5;47.0
hungaroring;Sean Briggs;105439.0;3;1:45.439;36.0;43.0;39.5;47.0
hungaroring;Mark Browning;105072.8;9;1:45.073;28.0;56.0;42.0;49.0
hungaroring;T Ferre;105148.8;7;1:45.149;31.0;54.0;42.5;50.0
hungaroring;Mark SCRAPPER 2000;106346.0;3;1:46.346;46.0;43.0;44.5;51.0
hungaroring;Sean SAFETY CAR;106946.0;2;1:46.946;54.0;36.0;45.0;52.0
hungaroring;F Trigga;105231.33333333333;9;1:45.231;35.0;56.0;45.5;53.0
hungaroring;B BRC MotoKris;106560.0;3;1:46.560;49.0;43.0;46.0;54.0
hungaroring;George Gradon;105633.8;10;1:45.634;38.0;58.0;48.0;55.0
hungaroring;M2535446862061451;106510.0;6;1:46.510;48.0;49.0;48.5;56.0
hungaroring;M2533274840768280;107127.0;3;1:47.127;56.0;43.0;49.5;57.0
hungaroring;JON Geez;105733.8;12;1:45.734;41.0;61.0;51.0;58.0
hungaroring;R Sexton;106022.8;13;1:46.023;43.0;62.0;52.5;59.0
hungaroring;Alex Summers;106164.2;15;1:46.164;45.0;63.0;54.0;60.0
hungaroring;G GTMxtthew;106726.0;10;1:46.726;51.0;58.0;54.5;61.0
hungaroring;R Lopez;106566.0;17;1:46.566;50.0;64.0;57.0;62.0
hungaroring;M2533274972938181;110005.0;8;1:50.005;61.0;55.0;58.0;63.0
hungaroring;R Sabio;107049.6;19;1:47.050;55.0;65.0;60.0;64.0
hungaroring;F Firecannon;111022.5;11;1:51.023;63.0;60.0;61.5;65.0
imola;M Grunert;101538.75;1;1:41.539;1.0;1.0;1.0;1.0
imola;B Jones;101682.25;1;1:41.682;2.0;1.0;1.5;2.0
imola;Jay Ruger;101983.16666666667;1;1:41.983;5.0;1.0;3.0;3.0
imola;P Groenewald;102065.25;1;1:42.065;6.0;1.0;3.5;4.0
imola;J Caceres;102305.33333333333;1;1:42.305;9.0;1.0;5.0;5.0
imola;Brian BoA KoolAid;102801.0;1;1:42.801;11.0;1.0;6.0;6.0
imola;L Dr Flexi Jerkov;102868.83333333333;1;1:42.869;13.0;1.0;7.0;7.0
imola;Brian Slater;102886.0;1;1:42.886;14.0;1.0;7.5;8.0
imola;Jay JAY RUGE;103050.0;1;1:43.050;16.0;1.0;8.5;9.0
imola;Alex Summers;103275.2;1;1:43.275;19.0;1.0;10.0;10.0
imola;M2533274805454626;103290.0;1;1:43.290;20.0;1.0;10.5;11.0
imola;David WekFest81;103354.8;1;1:43.355;21.0;1.0;11.0;12.0
imola;George Dodood;103409.0;1;1:43.409;23.0;1.0;12.0;13.0
imola;L Hill;101864.0;2;1:41.864;3.0;22.0;12.5;14.0
imola;J bigXjimmXe73;103985.0;1;1:43.985;27.0;1.0;14.0;15.0
imola;Ant Mcvittie;101916.33333333333;3;1:41.916;4.0;25.0;14.5;16.0
imola;R InocentPredator;104292.8;1;1:44.293;29.0;1.0;15.0;17.0
imola;B Szpak#5797;104342.25;1;1:44.342;30.0;1.0;15.5;18.0
imola;B BadBen80;104442.0;1;1:44.442;31.0;1.0;16.0;19.0
imola;B Dzieciol;102135.25;3;1:42.135;7.0;25.0;16.0;19.0
imola;J FebrexPT;104647.2;1;1:44.647;32.0;1.0;16.5;21.0
imola;Sean BoAPrawnStar;105205.0;1;1:45.205;33.0;1.0;17.0;22.0
imola;M MaD MAR350;105405.66666666667;1;1:45.406;34.0;1.0;17.5;23.0
imola;David Mojsa;103020.0;2;1:43.020;15.0;22.0;18.5;24.0
imola;T Ferre;102254.0;4;1:42.254;8.0;29.0;18.5;24.0
imola;JON J0N G10;106807.2;1;1:46.807;38.0;1.0;19.5;26.0
imola;George Gradon;102353.33333333333;7;1:42.353;10.0;32.0;21.0;27.0
imola;R Sexton;103394.25;2;1:43.394;22.0;22.0;22.0;28.0
imola;J Macdonald;102846.33333333333;10;1:42.846;12.0;34.0;23.0;29.0
imola;J Bourne;103443.0;3;1:43.443;25.0;25.0;25.0;30.0
imola;Sean Briggs;103116.0;12;1:43.116;17.0;35.0;26.0;31.0
imola;R Lopez;103145.0;13;1:43.145;18.0;37.0;27.5;32.0
imola;Mark Browning;103413.0;12;1:43.413;24.0;35.0;29.5;33.0
imola;Alex BaysideSnake1;106160.66666666667;3;1:46.161;37.0;25.0;31.0;34.0
imola;R Smith;103716.0;17;1:43.716;26.0;38.0;32.0;35.0
imola;Jorge Herrera;104254.0;17;1:44.254;28.0;38.0;33.0;36.0
imola;T xI Sodii Ix;107082.0;4;1:47.082;39.0;29.0;34.0;37.0
imola;M2535418163352504;107328.0;5;1:47.328;40.0;31.0;35.5;38.0
imola;R RMEB 6184;110917.5;8;1:50.917;41.0;33.0;37.0;39.0
imola;R YHWH144000;105462.0;18;1:45.462;35.0;40.0;37.5;40.0
imola;M Maldonado;105667.33333333333;19;1:45.667;36.0;41.0;38.5;41.0
indianapolis;B BadBen80;95635.0;1;1:35.635;1.0;1.0;1.0;1.0
indianapolis;B Dzieciol;95791.33333333333;1;1:35.791;2.0;1.0;1.5;2.0
indianapolis;B Jones;96206.33333333333;1;1:36.206;3.0;1.0;2.0;3.0
indianapolis;Jay JAY RUGE;96413.4;1;1:36.413;4.0;1.0;2.5;4.0
indianapolis;L Hill;96441.66666666667;1;1:36.442;5.0;1.0;3.0;5.0
indianapolis;B Szpak#5797;96472.66666666667;1;1:36.473;6.0;1.0;3.5;6.0
indianapolis;M BoA MIGRUN;96562.0;1;1:36.562;7.0;1.0;4.0;7.0
indianapolis;P Groenewald;96619.0;1;1:36.619;9.0;1.0;5.0;8.0
indianapolis;Ant Mcvittie;96717.33333333333;1;1:36.717;10.0;1.0;5.5;9.0
indianapolis;M Grunert;96836.5;1;1:36.837;11.0;1.0;6.0;10.0
indianapolis;T Ferre;96848.0;1;1:36.848;12.0;1.0;6.5;11.0
indianapolis;L Dr Flexi Jerkov;96852.08333333333;1;1:36.852;13.0;1.0;7.0;12.0
indianapolis;J Caseres;96912.11111111111;1;1:36.912;14.0;1.0;7.5;13.0
indianapolis;George Dodood;96930.0;1;1:36.930;15.0;1.0;8.0;14.0
indianapolis;Kevin Zepernick;96939.0;1;1:36.939;16.0;1.0;8.5;15.0
indianapolis;Mark SCRAPPER 2000;97270.8;1;1:37.271;22.0;1.0;11.5;16.0
indianapolis;Sean BoAPrawnStar;97683.0;1;1:37.683;23.0;1.0;12.0;17.0
indianapolis;Sean Briggs;97896.0;1;1:37.896;25.0;1.0;13.0;18.0
indianapolis;J bigXjimmXe73;98145.0;1;1:38.145;26.0;1.0;13.5;19.0
indianapolis;JON J0N G10;98461.0;1;1:38.461;29.0;1.0;15.0;20.0
indianapolis;R InocentPredator;98783.0;1;1:38.783;31.0;1.0;16.0;21.0
indianapolis;George Gradon;96581.0;3;1:36.581;8.0;25.0;16.5;22.0
indianapolis;Jay Ruger;134199.2;1;2:14.199;34.0;1.0;17.5;23.0
indianapolis;R Garcia;97010.25;2;1:37.010;17.0;23.0;20.0;24.0
indianapolis;R Sexton;97859.83333333333;2;1:37.860;24.0;23.0;23.5;25.0
indianapolis;J Macdonald;97063.66666666667;5;1:37.064;20.0;28.0;24.0;26.0
indianapolis;Mark Browning;97048.5;12;1:37.048;19.0;30.0;24.5;27.0
indianapolis;Sean Bellend;97035.0;13;1:37.035;18.0;31.0;24.5;27.0
indianapolis;D Golinski;97167.0;13;1:37.167;21.0;31.0;26.0;29.0
indianapolis;R Sabio;98402.5;3;1:38.403;28.0;25.0;26.5;30.0
indianapolis;J Bourne;98255.0;5;1:38.255;27.0;28.0;27.5;31.0
indianapolis;Alex BaysideSnake1;99470.0;3;1:39.470;32.0;25.0;28.5;32.0
indianapolis;C Puta;98763.5;18;1:38.764;30.0;33.0;31.5;33.0
indianapolis;Lyle King;99523.5;19;1:39.523;33.0;34.0;33.5;34.0
kyalami;J Caseres;102177.0;1;1:42.177;1.0;1.0;1.0;1.0
kyalami;B BadBen80;103671.88888888889;1;1:43.672;2.0;1.0;1.5;2.0
kyalami;T FR FullSpe3D;103686.0;1;1:43.686;3.0;1.0;2.0;3.0
kyalami;Scott RightfulChip6;104013.0;1;1:44.013;4.0;1.0;2.5;4.0
kyalami;Jay JAY RUGE;104837.63636363637;1;1:44.838;7.0;1.0;4.0;5.0
kyalami;Brian BoA KoolAid;104871.0;1;1:44.871;8.0;1.0;4.5;6.0
kyalami;Sean BoAPrawnStar;104950.2;1;1:44.950;9.0;1.0;5.0;7.0
kyalami;F BMS Fernando;105271.28571428571;1;1:45.271;10.0;1.0;5.5;8.0
kyalami;JON J0N G10;105344.25;1;1:45.344;11.0;1.0;6.0;9.0
kyalami;George Dodood;105681.75;1;1:45.682;14.0;1.0;7.5;10.0
