Place;FirstName;LastName;Car Class;Car Number;Car;Car Model;Laps;Best S1;Best S2;Best S3;Best lap;Best lap (ms);Ideal Best lap;Total Race Time;Lap Date;SteamId;Track;Place,FirstName,LastName,Class,Car Number,Car,Car Model,Laps,Best S1,Best S2,Best S3,Best lap,Best lap (ms),Ideal Best lap,Total Race Time,Lap Date,SteamId
0.0;;DR1VE#4787;Am/reserve;33.0;Ginetta G55 GT4;56.0;12.0;36.26;37.642;25.952;01:40.190;100190.0;01:39.854;20:02.280;2025-06-18;M2535459005860319;Valencia;
0.0;;EQR Apex;Unknown;53.0;Ginetta G55 GT4;56.0;12.0;36.192;37.716;25.791;01:39.840;99840.0;01:39.699;19:58.080;2025-06-18;M2535440311354763;Valencia;
0.0;;Imagine Sphax;Pro;23.0;Ginetta G55 GT4;56.0;12.0;36.573;37.989;25.962;01:40.539;100539.0;01:40.524;20:06.468;2025-06-18;M2533274876472342;Valencia;
0.0;;Racingrich#2732;Am/reserve;89.0;Ginetta G55 GT4;56.0;12.0;36.705;38.088;26.097;01:41.016;101016.0;01:40.890;20:12.192;2025-06-18;M2535454029768367;Valencia;
0.0;;TAAT GUNA;Unknown;201.0;Ginetta G55 GT4;56.0;12.0;36.58;37.907;25.812;01:40.630;100630.0;01:40.299;20:07.560;2025-06-18;M2533274817407265;Valencia;
0.0;;BoA Diamond;Pro;4.0;Ginetta G55 GT4;56.0;12.0;37.401;38.475;26.172;01:42.309;102309.0;01:42.048;20:27.708;2025-06-18;M2533274963284096;Valencia;
0.0;;KingWise76;Silver;144.0;Ginetta G55 GT4;56.0;12.0;36.951;38.31;26.145;01:41.727;101727.0;01:41.406;20:20.724;2025-06-18;M2535464171877570;Valencia;
0.0;;NeonBulleTz;Am/reserve;1.0;Ginetta G55 GT4;56.0;12.0;37.687;38.67;26.157;01:42.775;102775.0;01:42.514;20:33.300;2025-06-18;P6555717445734582767;Valencia;
0.0;;bmatthew717;Unknown;42.0;Ginetta G55 GT4;56.0;12.0;36.645;38.196;25.953;01:40.794;100794.0;01:40.794;20:09.528;2025-06-18;M2535456990131789;Valencia;
0.0;;Thebadden#6350;Am/reserve;260.0;Ginetta G55 GT4;56.0;12.0;37.35;38.487;26.52;01:42.474;102474.0;01:42.357;20:29.688;2025-06-18;M2535468859834853;Valencia;
0.0;;T1GZ81Honda;Am/reserve;24.0;Ginetta G55 GT4;56.0;12.0;37.545;38.538;26.451;01:42.933;102933.0;01:42.534;20:35.196;2025-06-18;M2535421862963748;Valencia;
0.0;;LCS Ginge;Am/reserve;87.0;Ginetta G55 GT4;56.0;12.0;37.02;38.703;26.526;01:42.249;102249.0;01:42.249;20:26.988;2025-06-18;M2535428335198107;Valencia;
0.0;;MattChow69;Am/reserve;15.0;Ginetta G55 GT4;56.0;8.0;37.71;38.709;27.234;01:44.094;104094.0;01:43.653;13:52.752;2025-06-18;M2535457981610431;Valencia;
0.0;;J0N G10;Pro;10.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-18;M2533274803882798;Valencia;
0.0;;jesperb01;Am/reserve;16.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-18;M2535465743812802;Valencia;
0.0;;DR1VE#4787;Am/reserve;33.0;Ginetta G55 GT4;56.0;23.0;33.947;35.617;34.277;01:43.860;103860.0;01:43.841;39:48.780;2025-06-04;M2535459005860319;Zandvoort;
0.0;;BadBen80;Pro;80.0;Ginetta G55 GT4;56.0;23.0;34.095;35.735;34.425;01:44.345;104345.0;01:44.255;39:59.935;2025-06-04;M2562092466593675;Zandvoort;
0.0;;Imagine Sphax;Pro;23.0;Ginetta G55 GT4;56.0;23.0;34.125;35.82;34.68;01:44.757;104757.0;01:44.625;40:09.411;2025-06-04;M2533274876472342;Zandvoort;
0.0;;Y2004DTI;Am/reserve;550.0;Ginetta G55 GT4;56.0;23.0;34.035;35.61;34.515;01:44.310;104310.0;01:44.160;39:59.130;2025-06-04;M2535428245246604;Zandvoort;
0.0;;bmatthew717;Unknown;42.0;Ginetta G55 GT4;56.0;23.0;34.059;35.715;34.428;01:44.268;104268.0;01:44.202;39:58.164;2025-06-04;M2535456990131789;Zandvoort;
0.0;;Tos F;Unknown;747.0;Ginetta G55 GT4;56.0;23.0;34.142;35.842;34.602;01:44.912;104912.0;01:44.586;40:12.976;2025-06-04;M2533274825104371;Zandvoort;
0.0;;TAAT GUNA;Unknown;201.0;Ginetta G55 GT4;56.0;23.0;34.165;35.992;34.605;01:44.950;104950.0;01:44.762;40:13.850;2025-06-04;M2533274817407265;Zandvoort;
0.0;;CHEWBACCA 3110;Silver;7.0;Ginetta G55 GT4;56.0;23.0;34.152;35.997;34.655;01:45.415;105415.0;01:44.804;40:24.545;2025-06-04;M2533274934545075;Zandvoort;
0.0;;BoAPrawnStar;Pro;88.0;Ginetta G55 GT4;56.0;23.0;34.472;36.052;34.705;01:45.335;105335.0;01:45.229;40:22.705;2025-06-04;M2535426324983035;Zandvoort;
0.0;;Racingrich#2732;Am/reserve;89.0;Ginetta G55 GT4;56.0;23.0;34.356;36.192;34.875;01:45.864;105864.0;01:45.423;40:34.872;2025-06-04;M2535454029768367;Zandvoort;
0.0;;Thebadden#6350;Am/reserve;260.0;Ginetta G55 GT4;56.0;23.0;34.551;36.168;34.86;01:46.074;106074.0;01:45.579;40:39.702;2025-06-04;M2535468859834853;Zandvoort;
0.0;;T1GZ81Honda;Am/reserve;24.0;Ginetta G55 GT4;56.0;22.0;34.887;36.558;34.998;01:46.743;106743.0;01:46.443;39:08.346;2025-06-04;M2535421862963748;Zandvoort;
0.0;;The_Duke_Fleed;Unknown;15.0;Ginetta G55 GT4;56.0;4.0;35.04;37.645;36.075;01:48.760;108760.0;01:48.760;07:15.040;2025-06-04;P4614911871784324097;Zandvoort;
0.0;;EQR Apex;Unknown;53.0;Ginetta G55 GT4;56.0;1.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;35791:23.647;2025-06-04;M2535440311354763;Zandvoort;
0.0;;KingWise76;Silver;144.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-04;M2535464171877570;Zandvoort;
0.0;;J0N G10;Pro;10.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-04;M2533274803882798;Zandvoort;
0.0;;DR1VE#4787;Am/reserve;33.0;Ginetta G55 GT4;56.0;13.0;33.172;31.167;31.892;01:36.687;96687.0;01:36.231;20:56.931;2025-06-18;M2535459005860319;Zolder;
0.0;;BadBen80;Pro;80.0;Ginetta G55 GT4;56.0;13.0;33.225;31.31;32.115;01:36.925;96925.0;01:36.650;21:00.025;2025-06-18;M2562092466593675;Zolder;
0.0;;Imagine Sphax;Pro;23.0;Ginetta G55 GT4;56.0;13.0;33.336;31.323;32.262;01:37.248;97248.0;01:36.921;21:04.224;2025-06-18;M2533274876472342;Zolder;
0.0;;TAAT GUNA;Unknown;201.0;Ginetta G55 GT4;56.0;13.0;33.307;31.522;32.172;01:37.322;97322.0;01:37.001;21:05.186;2025-06-18;M2533274817407265;Zolder;
0.0;;BoAPrawnStar;Pro;88.0;Ginetta G55 GT4;56.0;13.0;33.802;32.235;32.802;01:38.907;98907.0;01:38.839;21:25.791;2025-06-18;M2535426324983035;Zolder;
0.0;;EQR Apex;Unknown;53.0;Ginetta G55 GT4;56.0;13.0;33.984;32.079;32.874;01:38.976;98976.0;01:38.937;21:26.688;2025-06-18;M2535440311354763;Zolder;
0.0;;BoA Diamond;Pro;4.0;Ginetta G55 GT4;56.0;13.0;34.05;31.779;32.667;01:38.700;98700.0;01:38.496;21:23.100;2025-06-18;M2533274963284096;Zolder;
0.0;;Racingrich#2732;Am/reserve;89.0;Ginetta G55 GT4;56.0;13.0;33.822;32.109;32.868;01:39.132;99132.0;01:38.799;21:28.716;2025-06-18;M2535454029768367;Zolder;
0.0;;J0N G10;Pro;10.0;Ginetta G55 GT4;56.0;13.0;33.825;31.977;32.7;01:38.625;98625.0;01:38.502;21:22.125;2025-06-18;M2533274803882798;Zolder;
0.0;;Thebadden#6350;Am/reserve;261.0;Ginetta G55 GT4;56.0;13.0;33.858;32.052;32.637;01:38.547;98547.0;01:38.547;21:21.111;2025-06-18;M2535468859834853;Zolder;
0.0;;LCS Ginge;Am/reserve;87.0;Ginetta G55 GT4;56.0;13.0;33.948;32.58;33.417;01:39.960;99960.0;01:39.945;21:39.480;2025-06-18;M2535428335198107;Zolder;
0.0;;MattChow69;Am/reserve;15.0;Ginetta G55 GT4;56.0;13.0;33.963;32.16;33.201;01:39.432;99432.0;01:39.324;21:32.616;2025-06-18;M2535457981610431;Zolder;
0.0;;KingWise76;Silver;144.0;Ginetta G55 GT4;56.0;13.0;34.038;32.553;32.556;01:39.606;99606.0;01:39.147;21:34.878;2025-06-18;M2535464171877570;Zolder;
0.0;;NeonBulleTz;Am/reserve;1.0;Ginetta G55 GT4;56.0;13.0;34.265;33.045;32.97;01:41.082;101082.0;01:40.280;21:54.066;2025-06-18;P6555717445734582767;Zolder;
0.0;;T1GZ81Honda;Am/reserve;24.0;Ginetta G55 GT4;56.0;12.0;34.095;32.604;32.778;01:39.702;99702.0;01:39.477;19:56.424;2025-06-18;M2535421862963748;Zolder;
0.0;;jesperb01;Am/reserve;16.0;Ginetta G55 GT4;56.0;11.0;33.738;32.052;32.754;01:38.667;98667.0;01:38.544;18:05.337;2025-06-18;M2535465743812802;Zolder;
0.0;;bmatthew717;Unknown;42.0;Ginetta G55 GT4;56.0;1.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;35791:23.647;2025-06-18;M2535456990131789;Zolder;
0.0;;dmoney69812;Am/reserve;777.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-18;M2533274853814129;Zolder;
0.0;;Tos F;Unknown;747.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-18;M2533274825104371;Zolder;
